10-19,8-26,bmi
127.1416532848303,121.2023102090055,55.95
142.35870187663275,143.17122615944868,56.7
89.47066558375433,85.86617494683223,54.15
115.69356075426151,115.41230437002808,55.45
151.15885683611134,144.4749113168096,57.25
250.88842141477954,252.28555249954368,62.25
206.30559856678641,209.3895890439637,59.8
207.460839678239,208.9042843026442,60.4
113.17685275708986,115.83609109426992,55.4
175.13708916160505,180.49930747789588,58.65
189.69449122207,185.43192821086663,58.9
232.55106965997814,228.17756243767704,60.85
141.6827441857335,140.42791745233566,56.9
252.38462710712002,258.4898450616581,62.3
129.1394595001853,131.94695904036593,56.1
235.5674001214939,243.3536521197083,61.3
176.47662734764626,176.6635219845908,58.3
154.54772725601632,151.47607071745688,57.1
109.25200226998129,109.0,55.1
161.75598906995683,165.94577427581578,57.75
202.1806123247232,199.32385707686882,59.5
281.81021982887705,277.74268667239465,63.25
261.83964558485025,273.70787347096905,63.2
104.65658125507444,103.31021246711285,54.85
105.30906893520614,107.93516572461452,55.0
166.96406799069075,168.75129629131743,58.1
194.24983912477248,185.9516066077408,59.05
172.5688268488837,167.1556161186336,58.0
149.88328792764054,155.20631430454108,57.15
148.03377992877162,152.0690632574555,57.0
149.34523762075574,146.2908062729849,57.05
282.55441953719287,254.31083343027288,62.65
152.10851389715177,150.58552387264854,57.25
143.7567389724739,145.3444185374863,56.85
126.19429464123962,131.24404748406687,56.3
174.26416728633572,169.26015479137433,58.05
85.47514258543241,86.92525524840292,54.05
132.5481044753187,130.54118124178282,56.5
179.12007146045917,177.50774630984418,58.75
150.3761949245957,152.97712247261023,57.05
112.307613277106,111.01801655587259,55.35
235.49097647256042,238.15961034566715,61.45
194.9974358805777,199.60210419732556,59.35
267.4471910489994,273.82658746002005,62.9
98.11218069128829,97.57561170702442,54.55
101.51354589413178,101.87246929372036,54.9
91.706052144883,89.89438247187641,54.35
82.76472678623425,85.0,54.05
230.4886114323222,226.38462845343545,60.9
112.20071301021221,114.16216536138408,55.4
246.05893602956183,241.3731550939333,61.45
84.8528137423857,85.70880934886449,54.25
95.80187889597993,93.81364506296512,54.7
105.84894897919392,108.16653826391969,55.0
162.36070953281768,167.93153366774212,58.25
223.80571931923458,215.61539833694627,60.45
158.35403373454054,156.11854470241516,57.3
367.30641159663963,356.18674877092207,66.9
88.10221336606703,89.8999443826302,54.2
394.97468273295686,376.9615364994153,68.95
137.20058308913997,134.71822445385777,56.1
124.39051410778879,121.26417442921878,55.85
92.78469701410894,93.2308961664533,54.45
263.7062759966095,263.9412813487121,62.6
131.18307817702708,126.77933585565118,56.05
113.44161493913951,112.2541758688736,55.25
237.19190542680835,236.5967032737354,61.35
271.4129694764051,269.59599403551977,62.65
106.6770828247567,104.2784733298297,54.9
202.48456731316588,200.48940121612412,59.85
191.10729970359586,190.39432764659767,59.25
174.89711261195825,174.4276354251241,58.1
211.69789795838787,209.05740838343903,59.9
250.88842141477954,269.63122964523234,63.0
142.07744367069668,142.2989810223531,56.95
90.24965373894794,91.0659101969557,54.4
211.51359294381058,207.1955597979841,60.2
89.88882021697692,89.47066558375433,54.25
103.39245620450264,102.17631819555841,55.1
87.23531395025755,86.92525524840292,54.15
229.88910370002318,235.74774654278247,60.45
148.94629904767692,144.08677940741129,56.85
202.35612172603032,196.20907216538183,60.1
252.23203603031868,257.2353008434107,61.75
203.08126452235814,213.8621051051354,59.9
98.97979591815695,98.61541461658008,54.7
305.8120337723812,302.20026472523153,64.25
186.9545399288287,182.52944967867515,58.7
126.49110640673516,132.28000604777728,56.45
103.35376142163379,103.31021246711285,54.8
269.45314991664134,275.5449146690971,63.25
204.08331631958552,195.7779354268504,59.15
191.26944345608368,188.875620449014,58.95
265.51459470243816,259.4224354214569,62.85
125.7179382586272,126.26955294131676,55.9
405.4232356439379,407.3573369905101,68.7
186.62529303392932,195.50959055759895,58.85
331.5448687583628,343.0801655590133,65.65
158.31929762350515,154.02921800749363,57.5
181.24568960391858,175.775424903483,58.35
225.41073621280773,222.0923231451281,61.1
150.11995203836162,147.85127662620977,57.5
169.1685549976709,171.32717239247253,58.1
171.81967291320282,181.23189564753773,58.65
236.4254639415983,239.82702099638402,61.35
182.23611058184932,175.51353224181892,58.6
250.69702830308938,238.51624682608104,61.8
95.41488353501249,93.98404119849285,54.6
224.53730202351682,229.8695282111137,60.9
225.80744009000242,239.77697971239857,61.45
229.88910370002318,232.1055794245369,60.7
136.06616037795732,137.90213921473443,56.75
128.47178678604885,123.03251602726816,55.85
200.9601950635996,192.83671849520772,59.05
246.73872821265815,253.7971631047124,62.05
257.59852484049674,262.6118809193522,62.3
134.07833531186162,132.07573584879245,56.3
138.06158046321215,132.9135057095403,56.2
208.16579930430458,202.0544481074346,59.95
236.78260071213,228.84929538890876,61.45
280.223125384041,265.9793225045887,63.15
191.449732305898,195.7268504830137,59.0
79.6303962064738,76.02631123499285,54.0
117.33712115098105,110.90987332063814,55.2
107.82393055347221,109.11003620199196,55.25
156.0833110873805,156.18578680533003,57.15
182.03571078225283,177.65415840897168,58.65
251.38217916153087,253.23704310388715,62.6
342.0935544555027,356.06319663790015,66.35
81.8413098624405,87.55569655939013,54.25
218.7647137908671,213.35885264033456,60.5
145.12063946937388,143.60013927569847,56.85
258.4898450616581,267.02996086581743,62.9
99.47864092356708,94.3716058992322,54.5
129.1394595001853,135.00370365289984,56.4
159.10059710761615,161.01242188104618,57.65
90.78546139112804,93.2148056909416,54.6
146.32156368765337,144.02777509911067,56.85
144.9034161087999,146.68674105044394,56.9
106.4377752492037,110.69326989478628,55.2
274.14777037211155,278.6431409527247,63.15
225.24875138388668,215.08137994721903,60.4
271.3595400939499,277.49234223668225,63.05
280.8932181452589,280.02856997099417,63.2
244.65894629054543,249.3290997858052,61.9
91.3892772703669,91.67878707749138,54.4
199.1105220725414,203.06649157357305,59.3
201.6928357676593,198.2977559126679,59.45
174.54225849346625,174.0028735394907,58.3
165.46903033498444,154.20765220960988,58.2
137.78606605894515,138.67948658687772,56.55
124.61942063739504,126.24183141890805,56.15
107.54068997360952,110.01818031580055,55.2
219.23731434224428,238.39882550046258,60.8
105.09519494249012,107.78682665335316,54.95
236.57979626333267,236.3154671196957,60.75
192.77447963877376,186.4537476158632,59.0
168.25278600962304,169.04733065032408,57.95
127.47156545677156,128.9961239727768,56.15
101.0198000393982,100.31948963187565,55.05
155.30936868070773,157.41982086128797,57.35
145.89036979869508,143.20963654726592,56.7
136.85028315644803,135.5949851580065,56.25
170.0,177.65415840897168,58.35
147.56693396557372,143.2934052913811,56.85
94.02127418834527,91.04943712072028,54.7
104.47966309287182,101.82337649086284,55.2
170.55790805471318,172.17723426748384,57.95
121.01652779682615,121.70866854912184,55.55
241.60298011407062,239.10248848558643,61.95
179.78042162593792,177.54436065389405,58.3
250.10797668207226,260.28445977430147,62.1
364.7423748346221,345.35778549208936,66.8
198.3053201505194,196.37973418863768,59.4
190.24720760105785,189.62331080328704,59.35
321.67219338948155,330.3967312186972,65.65
319.5559418943732,336.590255355083,65.5
395.83456140160376,380.87530767956076,68.95
91.18113840043894,90.55385138137414,54.25
174.92855684535903,173.21951391226105,58.4
326.4613300224086,334.970147923662,65.7
279.06271696520116,283.09892264012586,63.4
141.0319112825179,146.98639392814562,56.9
326.5884260043518,320.43252019731085,65.6
120.7393887677091,119.54078801814885,55.8
371.61808352124086,379.3323081415555,67.65
411.1800092416945,402.0460172666805,69.15
126.57408897558771,125.92458060283545,56.05
327.98323127867377,341.71625656383395,65.6
271.64867016055865,264.8811054039151,62.85
163.71010964506743,168.1814496310458,57.85
143.17821063276355,140.03570973148243,56.65
233.0021459128649,221.7408397206072,60.75
97.59098319004681,99.08077512817509,54.95
219.85904575431962,216.31689716709602,60.7
274.15506561068685,260.75659147948693,62.5
133.76471881628578,133.5402561027947,56.35
227.62249449472256,225.49722836434154,61.0
199.1230775173988,198.80643852752857,59.5
87.92041856133307,85.0881895447306,54.25
118.96217886370441,118.98319209031165,55.9
198.4943324127921,196.54261624390782,59.9
197.9520143873257,192.27064258487306,59.2
213.33541665649426,210.3188056261256,60.4
305.8954069612684,306.91041038061906,65.2
125.93649193144932,126.2101422231985,56.25
179.97777640586628,186.23103930333417,58.95
149.0,155.08062419270826,57.1
294.71511668049874,299.34762400927787,64.15
176.50212463310464,171.3038236584344,57.95
215.7452201092761,209.50656314301943,59.7
150.4460036026215,149.8966310495336,57.25
370.6116565894818,376.3960679922148,67.6
340.87241014784405,340.73156589902266,66.2
96.15092303249097,98.84331034521256,54.75
124.90796611905905,124.08464852672148,55.9
97.24710792614864,97.16995420396162,54.65
202.5882523741197,203.48218595248088,59.35
263.68541863364385,262.5147614897113,62.55
107.35455276791944,108.70602559196064,55.2
413.4017416509031,421.1424937001727,69.35
102.88342918079664,97.6933979345585,54.65
96.93296652842108,100.34440691936943,54.65
270.49029557453633,272.7379694871985,63.2
111.48542505637228,115.00434774390055,55.35
237.60681808399357,240.8817137102773,61.2
398.1017457886865,392.82184256988563,69.75
235.30618351416095,235.77107541002565,60.75
141.8344104933637,142.46754016266303,56.8
95.63472172804184,95.01578816175764,54.75
109.60383204979652,104.21612159354231,54.9
170.06175348972505,180.24705268048078,58.7
189.17187951701493,185.64751546950473,58.8
241.49534156997726,238.71740615212792,61.45
309.4915184621382,313.9490404508349,64.9
123.54756169184401,123.06502346320828,55.95
133.76471881628578,133.82451195502264,56.3
200.53179299053804,200.8830505542964,59.35
160.80111939908875,164.45060048537368,58.0
103.46980235798269,103.83159442096613,54.85
173.11845655504212,171.73234989366446,58.05
171.49344010777787,168.35973390332975,58.1
242.24987100099762,263.75936002348806,63.15
324.2298567374695,317.81283800375337,65.1
368.9783191462609,365.8742953529258,66.95
110.30865786510141,110.02272492535349,55.2
193.20455481173317,189.65231345807518,58.9
345.89160151700713,353.41194094144583,66.35
84.05950273467003,87.32124598286491,54.15
130.24976007655442,125.23977004130914,55.95
178.46568297574746,175.75551200460254,58.45
189.84203960134857,190.5885620912231,59.15
195.0717816599828,187.55532517100121,59.0
293.61539469176336,299.5413160150032,64.3
238.62313383240948,241.50569351466643,61.3
329.6209944769902,324.13885913293393,65.3
107.56393447619884,105.30906893520614,55.25
327.0856157032896,330.58886853613205,65.05
196.7739820199815,194.5507645834372,59.25
206.24257562394826,196.02295783912655,60.3
103.4069630150697,109.29318368498559,55.0
364.0453268481825,357.77786404415804,66.85
195.0179478919825,191.40010449317938,58.95
191.85932346383382,195.2255106280939,59.35
262.96767862229757,264.50330810785715,62.4
160.15305179733542,159.24823389915503,57.65
82.76472678623425,83.19254774317228,54.05
82.46211251235322,85.16454661418682,54.1
237.22773868163054,236.91559678501542,61.5
146.32156368765337,146.48549416239138,56.95
322.665461430256,314.0859754907882,64.65
100.70253224224304,99.16148445843277,54.75
367.1797924722983,368.06113622603516,67.1
196.32880583347927,198.5673689204749,59.25
241.30685858466597,237.60681808399357,61.5
207.3475343475297,211.72859986312668,60.05
336.88276892711514,335.86008991840635,65.35
248.1632527188504,252.57870060636543,62.15
283.494268019655,284.19183661745114,63.75
156.26259949200897,153.8440769090575,57.4
161.91355718407274,160.60199251565962,57.8
312.3203483604615,308.11199262605794,64.9
177.22866585290313,176.23280057923387,58.3
136.61625086350452,137.63720427268203,56.6
352.88099977187784,340.4717315725345,66.95
149.37536610833797,149.88328792764054,57.1
131.20975573485381,139.8320421076657,56.85
379.6853960847058,373.56793224258416,67.85
370.32553247109496,377.9550237792852,67.65
119.50732195141852,110.92339699089638,55.65
161.13658802394943,179.42407865166817,58.65
140.8900280360537,139.54210834009928,56.55
363.4556369077249,355.2421709200641,67.55
322.001552791287,309.594896598765,65.1
124.48293055676348,117.183616602322,55.9
175.82377541163197,176.22996340009834,58.2
164.58432489152787,164.24676556937123,57.6
265.2772134956186,286.1904959987316,63.7
254.95097567963924,260.0192300580863,61.8
156.0833110873805,156.0833110873805,57.15
165.4841382127,159.15401345866212,57.55
101.21264743103994,101.51847122568384,54.75
88.76936408468859,87.92041856133307,54.25
85.44003745317532,94.36630754670864,54.3
340.73156589902266,360.4719129141687,66.25
130.97327971765844,128.70508925446578,56.2
175.31685600648902,168.62087652482418,58.05
276.7959537276512,258.1821062738469,62.7
195.24855953373898,186.30083198955398,59.45
272.9688626931651,273.3386178350948,63.6
169.49926253526885,163.3707440149551,57.55
375.31053808812777,350.70785562915466,67.9
390.36009017316314,383.8971216354715,68.75
169.729196074217,178.3535814050281,58.25
97.06183596038144,101.55294185792944,54.9
344.4009291508953,375.06532764306536,68.75
410.7578362003578,420.6304791619362,69.85
376.12364988125915,372.7760721934818,67.9
390.53040854714493,386.0803025278548,68.6
174.25555945220225,174.61385970191483,58.55
325.38285142275095,326.9281266578329,65.2
239.01882771028733,229.53213282675696,61.3
203.3937068839644,196.01020381602584,59.8
330.26050323948823,333.3136660864658,66.2
104.1009125800538,105.70241246064349,54.9
142.46754016266303,141.8344104933637,56.7
226.1083810919003,224.95555116511352,60.95
223.22410264126947,212.13203435596427,60.2
146.29422408283932,152.2005256232711,56.85
226.29184695874488,226.3647499059869,60.7
105.55093557141028,106.89246933250256,54.95
183.48024416813928,172.2353041626484,58.6
144.9310180741169,141.4496376806954,57.1
303.4007251144928,303.8486465331053,64.75
221.14474897677312,226.52593670482858,60.95
129.7112177107285,128.37834708392222,56.15
250.40966435024032,254.26167623139747,62.25
165.60495161679194,166.5322791533221,57.85
140.45995870709916,146.48549416239138,56.6
239.41595602632668,229.26840166058642,60.9
92.34717104492157,91.52595260361949,54.4
139.60659010233005,138.3979768638256,56.55
174.4706279005151,183.8477631085024,58.15
242.39636960977776,246.48326515201802,61.8
222.72853431924702,219.49259668608414,60.4
95.524865872714,92.35799911215055,54.5
355.79347942310585,347.1138141877963,66.8
300.647634283059,299.6414524060381,63.95
358.9540360547573,351.3360214950924,67.4
93.72299611087985,86.72946442818609,54.05
174.88853593074646,176.11927776367924,58.6
358.09635574800257,364.44066732460027,67.85
368.8807395351511,363.719672275229,67.0
161.01242188104618,154.2886904474855,57.4
86.35392289873111,88.11923740024082,54.1
115.95257651298657,118.70130580579136,55.55
139.43098651304166,138.6542462386205,56.35
230.8354392202376,231.7951681981313,61.35
259.47061490658245,249.5596121170251,61.7
154.74172029546523,158.5181377634749,57.35
119.23086848631105,116.76472069936192,55.7
97.50897394599123,94.36630754670864,54.6
94.3716058992322,93.03762679690406,54.4
173.5655495770978,174.54225849346625,58.15
95.63472172804184,96.64884893261794,54.75
279.7320146139873,280.0803456153252,63.35
320.78965070587924,319.3305497443049,65.0
304.7113388110131,305.6354037084055,64.25
201.1889659002203,188.85444130334872,58.8
398.58876050385567,359.4342777198636,67.75
99.32774033471212,107.00467279516347,54.9
215.3346233191495,215.87033144922904,60.1
134.52509059651288,144.15616532080756,57.05
108.72442227944923,106.62082348209472,55.1
348.62157133487887,355.1746049480452,66.8
152.2005256232711,154.77725931156684,57.1
95.29428104561156,93.94147114027969,54.4
240.33310217279686,240.28524715429367,61.4
218.89266776207924,213.506440183897,60.35
118.96217886370441,122.61321299109652,55.75
128.4445405612866,127.45587471748802,56.25
124.77579893553076,122.24974437601088,55.85
142.07744367069668,141.315250415516,56.75
122.7762191957384,120.20815280171308,55.9
330.54197917964973,328.2026812809426,65.3
257.65092664300664,258.8609665438187,62.1
171.29214809792072,169.5228598154243,58.15
258.58847615468096,272.62428358456987,63.2
254.95097567963924,261.6295090390226,62.15
335.85860119996926,335.4772719574308,66.0
192.26284092356482,194.164878389476,59.25
207.76188293332345,205.23401277566052,59.95
251.34040662018512,246.46500765828807,61.55
189.69449122207,184.70787747142785,58.9
108.68762579061149,110.30865786510141,55.35
372.9772111000885,363.5560479485935,67.15
176.70597047072292,176.87566254292872,58.1
171.32717239247253,174.1522322567242,58.0
156.0128199860511,158.14550262337528,57.6
162.8158468945821,163.7192719260625,57.85
198.21705274773913,195.2050204272421,59.75
93.2952303175248,99.16148445843277,54.75
389.46373387004854,369.8350983884574,68.8
339.6954518388493,333.29416436535456,65.9
323.6309626719916,347.4377642110886,66.5
170.57842770995398,170.8156901458411,58.25
192.30184606498193,195.8621964545481,58.95
147.58048651498612,133.41664064126334,57.1
161.9660458244258,158.80806024884254,57.75
91.9238815542512,89.15716460273958,54.3
118.68024266911488,113.74093370462543,55.7
141.15594213493102,139.31618714277243,56.85
134.40610105199838,139.03237033151672,56.5
314.5313974788527,308.86890422961,64.65
164.83021567661675,162.26213359869269,57.8
113.59577456930342,113.59577456930342,55.3
211.15160430363773,211.0781845667619,60.55
239.77072381756702,239.0083680543424,61.25
174.1522322567242,175.35392781457733,58.1
210.6395024680793,205.5066908886424,59.85
199.32385707686882,197.4664528470596,59.15
89.00561780022652,94.02127418834527,54.3
383.8880045013129,378.8310969284333,67.8
216.06017680266763,218.40558600914952,60.3
83.7615663654877,84.30895563343195,54.05
428.5148772213165,428.2534296418419,69.8
284.6770099604111,266.8126683649035,63.65
130.18832512940628,127.45587471748802,56.0
127.90621564255585,127.91012469699184,56.1
117.64352935882195,124.40257232067191,56.2
134.61797799699713,135.05924625881784,56.35
183.21571984958058,177.72450590731714,58.85
131.84839779079607,131.52946437965906,56.2
248.8473427625861,239.30106560565082,61.0
186.9438418349211,186.19613314996639,58.9
158.05062480104274,162.18816233005415,58.0
121.64292005702593,124.77579893553076,55.75
204.31348462595415,208.29066229670502,59.55
231.69160537231383,226.8237200999931,60.95
163.24827717314508,165.0272704737008,57.75
380.4904729424904,376.73332743467233,68.1
275.60116110060204,273.70787347096905,62.95
367.83827968279763,382.4264635194588,67.15
177.67385851610248,177.39503938949363,58.45
182.22239159883728,185.0540461594936,58.85
114.54256850621084,116.4688799637053,55.35
430.09068811124007,421.7226576791909,69.8
127.78106275970629,125.57467897629681,56.0
328.0243893371345,300.9468391593439,66.45
86.76981041814025,84.970583144992,54.1
340.59506749217616,337.08307581366347,66.5
144.89996549343962,140.9432509913121,56.75
93.62157870918436,94.02127418834527,54.55
263.0684321616716,250.1399608219366,62.45
237.35627229968037,236.12920192132103,60.75
126.05157674539421,121.19818480488888,55.6
174.7512517837855,175.86642658563346,58.5
210.98341167020686,212.8403157298917,60.3
361.9019204149102,348.38197427536346,67.9
257.1244834705556,256.07030284669867,62.0
231.2336480705176,228.77936969928035,60.7
105.84894897919392,101.965680500843,55.0
248.8634163552369,249.55159787106152,61.9
231.26175645791503,234.957442955102,60.8
105.55093557141028,104.38869670610895,55.05
98.2700361249552,97.63708311906906,54.85
137.59360450253493,129.6919426949878,56.3
421.09975065297766,410.32913618216287,69.55
93.53608929178085,93.77632963600144,54.4
236.5776828020766,242.39636960977776,61.35
105.60303025955268,111.40017953306898,55.2
174.64249196572982,182.47739586041882,58.35
176.81911661356077,172.6962651593832,58.6
91.23595782365636,90.37698822156004,54.35
140.80127840328726,139.98928530426892,56.5
310.3868553917836,310.3691350633951,64.6
219.22819161777528,210.09759636892562,60.35
105.67875850898324,104.38869670610895,55.05
408.83248403227446,396.23225512317896,68.9
134.6291201783626,135.20724832641184,56.5
89.06739021662193,88.56635930193814,54.1
88.29496021857645,88.52683209061533,54.3
184.70787747142785,180.01388835309345,58.65
230.90257685872632,243.87701818744628,60.95
298.187860249206,276.5375200583096,64.3
259.9884612824192,253.33969290263218,62.55
127.1416532848303,121.2023102090055,23.0053758361935
142.35870187663275,143.17122615944868,23.091123601042398
89.47066558375433,85.86617494683223,22.7882724353751
115.69356075426151,115.41230437002808,22.9466925984295
151.15885683611134,144.4749113168096,23.1523022133702
250.88842141477954,252.28555249954368,23.6466675055377
206.30559856678641,209.3895890439637,23.417883117350996
207.460839678239,208.9042843026442,23.476222162797495
113.17685275708986,115.83609109426992,22.940756531490106
175.13708916160505,180.49930747789588,23.3017137884067
189.69449122207,185.43192821086663,23.3274625225898
232.55106965997814,228.17756243767704,23.518978337127106
141.6827441857335,140.42791745233566,23.113535391941
252.38462710712002,258.4898450616581,23.65108162888
129.1394595001853,131.94695904036593,23.022742447740196
235.5674001214939,243.3536521197083,23.5608926080678
176.47662734764626,176.6635219845908,23.2651965031173
154.54772725601632,151.47607071745688,23.135758279542397
109.25200226998129,109.0,22.904879071799503
161.75598906995683,165.94577427581578,23.2066927700101
202.1806123247232,199.32385707686882,23.388134943642502
281.81021982887705,277.74268667239465,23.733082556887894
261.83964558485025,273.70787347096905,23.7288542868128
104.65658125507444,103.31021246711285,22.8746370840822
105.30906893520614,107.93516572461452,22.8928199791883
166.96406799069075,168.75129629131743,23.244081660739607
194.24983912477248,185.9516066077408,23.3427788244035
172.5688268488837,167.1556161186336,23.2334561768947
149.88328792764054,155.20631430454108,23.1412846287914
148.03377992877162,152.0690632574555,23.1246703720232
149.34523762075574,146.2908062729849,23.1302202003045
282.55441953719287,254.31083343027288,23.681703540414706
152.10851389715177,150.58552387264854,23.1523022133702
143.7567389724739,145.3444185374863,23.107950201859197
126.19429464123962,131.24404748406687,23.045728373958106
174.26416728633572,169.26015479137433,23.2387746060042
85.47514258543241,86.92525524840292,22.7757293316314
132.5481044753187,130.54118124178282,23.0685216752238
179.12007146045917,177.50774630984418,23.3120466240932
150.3761949245957,152.97712247261023,23.1302202003045
112.307613277106,111.01801655587259,22.9348080670442
235.49097647256042,238.15961034566715,23.5746790299777
194.9974358805777,199.60210419732556,23.3731145580931
267.4471910489994,273.82658746002005,23.703281642090996
98.11218069128829,97.57561170702442,22.8379299290025
101.51354589413178,101.87246929372036,22.880710644031602
91.706052144883,89.89438247187641,22.813203829050398
82.76472678623425,85.0,22.7757293316314
230.4886114323222,226.38462845343545,23.5236768318049
112.20071301021221,114.16216536138408,22.940756531490106
246.05893602956183,241.3731550939333,23.5746790299777
84.8528137423857,85.70880934886449,22.800763878126197
95.80187889597993,93.81364506296512,22.856340587052802
